300014377,2,ip
300019769,2,p
300020141,1,a
300020447,4,p
300022474,1,a
300024701,1,p
300024701,2,p
300025245,1,p
300027946,1,a
300028584,1,a
300032471,1,p
300032471,2,p
300033472,1,p
300036276,1,a
300051593,1,p
300051593,3,p
300051593,4,p
300052252,2,p
300052252,3,p
300052486,3,p
300067988,1,p
300067988,2,p
300068247,1,p
300071750,1,p
300073044,1,p
300076345,2,a
300077529,1,p
300077667,1,p
300078057,1,p
300078253,1,p
300079053,1,p
300079053,2,p
300079166,1,p
300082141,1,p
300095301,1,p
300096726,1,p
300096726,2,p
300096726,3,p
300098527,1,a
300100425,1,a
300100933,2,p
300101225,1,p
300105332,2,a
300105624,2,a
300107633,1,a
300107940,1,a
300108679,2,a
300108956,2,a
300112415,1,a
300115905,1,p
300117274,1,p
300122938,2,a
300124357,1,a
300126583,1,a
300127107,1,a
300128009,1,a
300128168,1,a
300128705,1,a
300132764,1,a
300132764,2,a
300132764,3,a
300154164,1,a
300155165,1,p
300163926,2,p
300163926,3,p
300167028,3,a
300171217,1,a
300171417,1,a
300173433,1,p
300174652,1,p
300174652,5,p
300174652,6,p
300174652,7,p
300174652,8,p
300183204,1,a
300185843,1,p
300186092,1,a
300186320,1,p
300186460,1,p
300186663,1,p
300187059,1,a
300187511,1,p
300187978,1,p
300188104,1,p
300188413,1,p
300188413,2,p
300189224,1,p
300189546,1,a
300189643,2,a
300189924,2,a
300190226,1,p
300190226,2,p
300191603,1,p
300192141,2,p
300192141,3,p
300192448,1,p
300193532,1,p
300193532,2,p
300193933,1,p
300195400,4,a
300199168,1,a
300199483,1,a
300199483,2,a
300199739,1,a
300199975,1,a
300199975,2,a
300199975,3,p
300204003,1,a
300204269,1,ip
300204715,1,a
300205087,1,ip
300205087,2,ip
300218889,1,a
300219020,1,a
300219020,2,a
300230077,1,a
300230077,2,a
300231800,2,a
300233977,1,a
300256174,1,ip
300266631,1,a
300271362,1,p
300272935,1,a
300276352,2,a
300280198,1,p
300280484,1,p
300281941,1,p
300284446,1,a
300285682,1,a
300286771,3,a
300291459,3,a
300294114,1,p
300294748,1,p
300298621,2,a
300298621,3,a
300298763,2,a
300305254,2,a
300305469,1,a
300308592,1,p
300309286,2,p
300311842,1,a
300311985,1,p
300313032,3,a
300314598,1,a
300314598,2,a
300315363,2,a
300315456,1,a
300315536,1,a
300316151,1,a
300323836,1,a
300323836,2,a
300324324,2,a
300325093,1,a
300325093,2,a
300325379,1,a
300325578,1,a
300325776,2,p
300327506,5,a
300331404,1,a
300331404,3,a
300332989,1,a
300332989,2,a
300334509,3,a
300335143,2,a
300335600,1,a
300335600,2,a
300335750,2,a
300335988,1,a
300335988,2,a
300336319,1,p
300337729,1,p
300338070,1,p
300338070,2,p
300338070,3,p
300341524,1,p
300342190,1,p
300346106,4,a
300347470,1,a
300356722,1,p
300358870,1,a
300364111,2,a
300395392,2,p
300438360,4,p
300446237,1,p
300446237,2,a
300446433,1,a
300449506,3,p
300450164,2,p
300450348,1,p
300450348,2,p
300450678,1,p
300450678,2,p
300450958,1,a
300450958,2,p
300451366,1,a
300451366,2,a
300451559,1,a
300452436,1,a
300452436,2,a
300453188,1,p
300454147,3,p
300457857,1,p
300457857,3,p
300457857,4,p
300460031,2,p
300467934,3,a
300470353,1,a
300472274,1,p
300477298,1,p
300477298,2,p
300477298,3,p
300477298,4,p
300477298,5,p
300477298,6,p
300482429,2,p
300485804,3,a
300490174,1,a
300490174,3,a
300490684,1,a
300490684,2,a
300491482,4,a
300492641,1,p
300496454,1,a
300496454,2,a
300496454,3,a
300498304,3,a
300498304,4,a
300500206,2,a
300500206,4,a
300506084,1,p
300506343,1,p
300507322,3,a
300507322,4,a
300507765,1,p
300515724,1,a
300519479,1,a
300520906,1,a
300521402,1,p
300522835,3,a
300522835,4,a
300522835,6,a
300524413,1,a
300526673,1,a
300528239,5,a
300528718,1,a
300528718,2,a
300530246,1,a
300534107,2,a
300534780,2,p
300541609,1,a
300543680,2,a
300544043,1,a
300546698,4,p
300554535,1,a
300554838,1,a
300555698,2,a
300556318,1,p
300558079,2,p
300558079,3,p
300558079,4,p
300558079,5,p
300558079,6,p
300558079,7,p
300558079,8,p
300559107,2,a
300559107,3,a
300561177,2,p
300565174,3,p
300568607,4,a
300570124,1,p
300574990,1,p
300574990,4,p
300577235,2,a
300579756,1,p
300580585,1,p
300582390,1,a
300595391,1,a
300602112,2,p
300605838,1,p
300615006,2,a
300615603,1,a
300625124,1,a
300640503,1,a
300641418,1,p
300643682,4,p
300649139,4,a
300652250,1,a
300652914,1,a
300668084,4,a
300670007,1,p
300670183,1,a
300670302,2,a
300671159,1,a
300672052,1,a
300673654,1,p
300673654,2,p
300679196,1,a
300679196,2,a
300679361,1,a
300683910,1,a
300686021,1,a
300688059,1,a
300688059,4,a
300689633,1,p
300690167,3,a
300691351,1,a
300691351,2,a
300691573,1,a
300692492,1,p
300694774,1,a
300704329,1,a
300706087,1,a
300707060,6,p
300714186,1,a
300714186,2,p
300723968,2,a
300725830,2,a
300726839,2,p
300733659,2,a
300736828,2,p
300738342,3,p
300738739,2,p
300739426,1,p
300739426,2,p
300739426,3,a
300741059,1,p
300752176,1,a
300756235,1,p
300759263,1,a
300763371,1,a
300765711,1,a
300766950,1,a
300766950,3,a
300769662,1,a
300780265,1,p
300789586,2,p
300796981,1,a
300797237,1,a
300808685,1,p
300814817,1,p
300814817,2,p
300815105,1,p
300815105,2,p
300817484,1,a
300817484,2,p
300818796,1,p
300819155,1,a
300819893,1,a
300822804,2,a
300823095,1,a
300836323,3,p
300836323,4,p
300836557,2,p
300836557,3,a
300852407,1,p
300858496,1,p
300867648,1,a
300867648,2,p
300869490,1,p
300872998,1,p
300872998,2,p
300872998,4,p
300884674,1,a
300891492,1,p
300891492,2,p
300891492,3,p
300891770,2,a
300893644,2,p
300895536,1,p
300895536,3,p
300904519,1,a
300904519,3,a
300904721,1,a
300904824,1,a
300905309,1,a
300913656,1,p
300929746,2,p
300929746,3,p
300930614,2,p
300933056,2,p
300933157,1,p
300934006,5,p
300934575,1,p
300934664,1,a
300936684,1,a
300936684,2,a
300936868,2,p
300938007,1,a
300938528,1,a
300939792,2,a
300945209,1,p
300952756,1,a
300953480,1,a
300955843,1,a
300955951,1,a
300956403,1,a
300960933,1,a
300962433,4,a
300964045,1,p
300964384,2,a
300964384,3,a
300969083,1,p
300969226,1,a
300969356,2,a
300969546,1,a
300970149,1,p
300970149,2,p
300970149,3,p
300974685,2,p
300974685,3,p
300974685,4,p
300977350,5,p
300977888,4,p
300982222,2,a
300998712,1,a
301001898,1,ip
301004156,1,a
301006696,4,p
301007109,3,p
301007395,1,p
301007395,2,p
301007834,1,p
301009503,1,a
301012803,1,a
301016587,1,a
301016587,2,a
301016768,1,a
301017278,1,a
301017440,1,a
301018782,1,a
301019191,1,a
301021192,2,p
301028827,1,a
301031447,1,a
301036763,1,a
301037053,1,a
301037224,1,a
301037390,1,a
301037522,1,a
301041567,3,a
301042014,1,a
301042014,2,a
301046752,1,a
301051000,1,a
301051260,1,a
301051901,1,p
301052461,2,p
301060596,1,p
301060596,2,p
301064799,1,a
301065803,1,p
301065803,4,p
301066627,1,p
301068602,1,p
301069915,1,a
301071104,1,a
301087442,1,p
301087442,2,p
301087985,1,p
301088588,1,p
301089130,1,p
301089130,2,p
301093642,1,a
301095421,1,a
301095421,4,a
301095688,1,p
301096064,1,p
301096064,2,p
301096064,4,p
301099816,1,a
301099816,2,a
301103400,1,a
301104957,1,p
301107719,1,a
301107719,2,a
301107719,3,a
301108153,1,a
301108582,1,ip
301108735,1,p
301119860,3,a
301126669,1,p
301126669,2,p
301127641,11,p
301127641,16,a
301128372,1,a
301134233,2,a
301134233,3,a
301152861,1,a
301169487,2,p
301191046,1,p
301197642,1,p
301197871,1,p
301197871,2,p
301202626,5,a
301205390,3,a
301214203,1,a
301214203,2,a
301214337,1,a
301214500,1,a
301214634,1,a
301215539,2,p
301221782,2,a
301222498,1,a
301228167,1,a
301238312,1,ip
301239715,1,ip
301239837,1,ip
301240306,1,a
301240529,1,ip
301241646,1,ip
301241787,1,ip
301243108,1,a
301243286,1,a
301243464,1,a
301243938,1,a
301244121,1,a
301244630,1,a
301244800,1,a
301244800,2,a
301266555,3,a
301269951,2,a
301274714,1,a
301279260,1,a
301279260,2,p
301279260,5,p
301280102,1,a
301280536,1,a
301280536,2,a
301280536,3,a
301280536,4,a
301280536,5,a
301282293,1,ip
301295251,1,p
301295534,1,p
301295534,2,p
301295534,3,p
301295534,4,p
301295534,5,p
301295806,1,p
301295806,2,p
301296665,3,p
301296665,4,p
301296665,5,p
301296665,6,p
301297879,1,ip
301297980,1,ip
301298098,1,a
301298098,3,a
301298266,1,a
301299067,1,a
301299212,1,a
301299212,2,a
301299212,3,a
301302432,1,a
301303318,1,a
301308279,3,a
301309600,1,p
301309600,4,p
301310022,1,p
301310022,2,p
301310526,3,p
301310645,2,p
301310645,3,p
301311044,1,p
301312175,1,p
301312175,2,p
301333614,1,p
301338661,2,p
301338661,3,p
301343744,1,a
301343744,2,a
301343928,1,a
301355168,1,a
301355168,3,a
301356830,6,p
301356830,7,p
301358991,2,a
301367733,5,a
301367733,6,a
301373402,1,a
301380414,1,p
301380414,2,p
301399338,2,a
301403241,2,a
301403468,2,a
301406764,3,a
301410239,1,a
301410239,3,a
301413463,1,p
301414776,1,p
301414776,2,p
301416974,1,a
301438766,1,a
301446293,1,p
301448329,2,a
301448808,1,a
301449131,1,a
301453667,1,p
301465046,4,a
301465383,1,a
301465383,2,a
301465383,3,a
301465804,2,a
301465804,3,a
301468558,6,p
301468558,7,p
301473564,1,a
301475933,1,p
301475933,2,p
301475933,3,p
301475933,4,p
301475933,5,a
301481018,1,a
301481660,1,a
301481660,2,a
301487649,1,a
301490161,3,a
301499887,2,a
301500681,1,a
301501931,1,a
301504351,1,a
301511671,1,a
301515272,2,a
301515272,3,a
301516279,1,a
301516806,1,a
301519608,1,p
301521609,1,a
301524174,10,a
301524174,11,a
301524174,12,a
301524174,13,a
301524174,14,a
301524174,1,a
301524174,2,a
301524174,3,a
301524174,4,a
301524174,5,a
301524174,6,a
301524174,7,a
301524174,8,a
301524174,9,a
301524775,1,a
301524775,2,a
301524775,3,a
301524775,4,a
301524775,5,a
301524775,6,a
301524775,7,a
301531539,2,a
301546238,1,a
301546419,1,a
301556519,1,ip
301556612,1,a
301556612,2,a
301556612,3,a
301556776,2,p
301556991,1,a
301557697,1,a
301557697,2,a
301557851,1,a
301557986,1,a
301558420,1,a
301558587,1,a
301558903,1,a
301559333,1,a
301559526,1,a
301559809,1,a
301560125,1,a
301560454,1,a
301560748,1,a
301561513,1,a
301561779,1,a
301564296,1,p
301564713,1,p
301566560,1,p
301566677,1,p
301566677,2,p
301569274,1,p
301569274,2,p
301573077,3,a
301580464,5,a
301580464,6,a
301583091,1,a
301583264,1,a
301598728,2,a
301599054,1,a
301599393,1,a
301603441,1,a
301620626,1,p
301620950,1,p
301621043,1,p
301621043,2,p
301621156,1,p
301621296,1,p
301621407,1,p
301621743,1,p
301623076,3,p
301626075,2,a
301626075,3,p
301627541,3,p
301633410,2,a
301634094,1,p
301641725,1,a
301641725,2,a
301644115,1,ip
301644403,1,a
301644403,2,a
301646166,2,a
301647393,1,a
301648983,1,a
301648983,2,p
301657043,1,p
301659008,1,p
301661659,2,a
301661659,3,p
301662186,2,p
301664870,3,a
301665994,3,a
301665994,4,p
301679159,2,p
301680944,1,ip
301681111,3,a
301681111,6,a
301682215,1,a
301682215,2,a
301693210,6,a
301696675,1,a
301696965,2,a
301697239,1,a
301697642,1,a
301698038,1,a
301710918,3,a
301712502,1,p
301713116,2,a
301713534,1,a
301713534,2,a
301713534,3,a
301714134,1,p
301714713,4,p
301714996,2,p
301725926,2,a
301733616,1,a
301733616,2,a
301733616,3,a
301733798,1,a
301733798,2,a
301733798,4,a
301733798,5,a
301733798,6,a
301733798,7,a
301734051,1,a
301734051,2,a
301734051,3,a
301734561,1,a
301734676,1,a
301735069,1,a
301735357,1,a
301735600,1,a
301736850,2,a
301737438,1,p
301744607,2,a
301746202,1,a
301755101,2,p
301756107,1,a
301760020,1,a
301760678,1,a
301762706,1,a
301765887,2,p
301769644,2,a
301770438,1,p
301772598,1,a
301772978,2,p
301773236,1,a
301775648,5,a
301779265,1,p
301783117,1,a
301797082,1,a
301797082,2,a
301797082,3,a
301802671,2,a
301810738,1,p
301811926,2,p
301811926,3,p
301811926,4,p
301811926,5,p
301821480,1,p
301829434,1,p
301832979,1,ip
301837826,1,a
301845232,1,a
301848878,1,ip
301849926,2,p
301850926,1,p
301851973,1,a
301852128,1,a
301852128,2,a
301853170,1,p
301853792,1,p
301856790,4,a
301861341,1,a
301861341,2,a
301867588,1,p
301868647,1,p
301870993,1,a
301875208,1,a
301879953,1,a
301879953,3,a
301883281,2,a
301889205,2,a
301894864,1,a
301896819,2,a
301896819,3,a
301898573,2,p
301908115,1,a
301910144,1,a
301917033,1,p
301917033,2,p
301917970,1,a
301922936,1,a
301923360,4,p
301924940,1,p
301932488,2,a
301932488,3,a
301937433,1,p
301937602,1,p
301937602,2,p
301937602,3,p
301938223,1,p
301938342,2,p
301939062,2,a
301939062,3,p
301939062,4,p
301941731,1,a
301942173,2,a
301944611,1,a
301944939,1,a
301945125,1,a
301948000,1,a
301948000,2,p
301948431,1,a
301948431,2,a
301959465,2,a
301959465,3,a
301973805,1,a
301978911,1,p
301978911,7,p
301979414,3,p
301982735,1,p
301995550,3,p
301995911,1,p
301997254,2,p
301997254,3,p
301997254,4,p
301997589,2,a
302005635,1,a
302008502,1,a
302009779,2,p
302017089,1,a
302017537,1,a
302020726,1,ip
302030912,3,p
302031273,1,p
302034007,2,p
302036425,1,a
302036425,2,a
302036816,1,a
302036816,2,a
302040137,1,a
302040730,1,a
302040963,1,a
302040963,2,a
302052893,1,a
302058261,3,a
302065783,1,p
302067763,1,p
302068711,1,p
302068891,1,p
302069082,1,p
302071831,1,a
302075123,1,a
302075578,1,p
302076134,1,a
302076134,2,a
302076134,3,a
302076350,2,a
302076350,3,a
302077592,1,a
302077895,1,a
302079186,1,p
302080210,1,a
302081082,1,p
302081082,2,p
302081238,1,p
302081238,2,p
302081238,3,p
302083068,2,p
302083546,2,p
302084118,1,p
302084118,2,p
302089079,1,a
302096119,2,a
302096869,1,p
302097374,1,a
302107516,1,ip
302107846,1,a
302108248,4,a
302108520,1,ip
302109222,3,a
302109458,1,a
302110332,1,a
302110332,2,a
302110613,1,p
302113646,1,p
302114666,1,p
302114666,2,p
302115107,1,p
302115107,2,p
302117441,1,p
302117597,1,p
302139048,6,p
302160400,2,a
302160589,2,a
302187907,2,a
302222187,1,a
302222187,2,a
302222187,3,a
302222405,1,a
302222405,2,a
302222405,3,a
302222405,4,a
302222405,5,a
302234724,4,a
302237950,1,p
302238069,1,a
302248539,1,p
302257510,1,p
302258174,1,a
302258174,2,a
302258956,1,p
302258956,2,a
302258956,3,a
302275064,1,a
302275443,1,a
302275890,1,a
302276025,1,a
302276242,1,a
302276640,1,a
302276900,1,a
302277044,1,a
302277394,1,a
302277553,1,a
302277816,1,p
302277945,1,a
302293012,3,p
302294522,2,p
302294907,1,p
302308182,2,p
302311800,2,p
302319740,1,ip
302320130,2,p
302326712,1,a
302329347,1,a
302330844,1,a
302340196,1,p
302342313,1,p
302342965,1,a
302345399,2,p
302345628,1,p
302347411,1,a
302349970,9,p
302350415,1,a
302351005,2,a
302351683,2,a
302356915,1,a
302364604,1,p
302370732,1,p
302372634,1,p
302374933,1,p
302388926,2,p
302394294,1,p
302410587,2,a
302411163,1,a
302411163,2,a
302416142,1,a
302416142,2,p
302416142,3,p
302427955,2,p
302428859,1,p
302440966,1,p
302440966,2,p
302440966,3,p
302440966,4,p
302442263,8,a
302442263,9,p
302448035,1,a
302448035,2,a
302449153,1,a
302449895,1,a
302450419,1,a
302466610,4,p
302471603,1,a
302474747,4,p
302477431,1,p
302477431,2,p
302477676,1,p
302477761,1,p
302478817,1,a
302478817,2,a
302483852,1,a
302484351,1,a
302485813,2,p
302487166,1,p
302487360,1,a
302493886,1,a
302494997,1,a
302495166,1,a
302495166,2,a
302495328,1,a
302495926,1,a
302495926,2,a
302497092,1,a
302500309,1,p
302502061,1,p
302502659,1,ip
302502978,1,p
302511965,1,p
302513945,1,a
302531239,2,a
302532828,2,a
302535059,1,p
302535059,2,p
302537747,2,a
302538401,1,a
302538401,3,a
302538401,4,a
302553095,3,p
302553095,4,p
302556155,1,p
302556254,1,p
302563416,1,a
302563416,2,p
302567793,1,a
302568954,3,p
302572482,1,a
302574196,1,a
302576155,1,p
302576155,3,p
302578632,1,ip
302596626,2,p
302596887,2,a
302608757,1,a
302698559,1,ip
302736284,1,ip
